,unnamed: 0,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month
1515,1515,No93155,Arizona,7200.566588,No,Basic,Master,2011-02-12,Disabled,M,28245,Suburban,Married,62,0.0,16,0.0,2,Personal Auto,Personal L3,Offer1,Agent,297.6,Two-Door Car,Medsize,A,2
1516,1516,QO26846,Oregon,3359.290918,No,Extended,Master,2011-02-07,Medical Leave,F,16891,Suburban,Single,88,15.0,54,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,633.6,Four-Door Car,Medsize,,2
1517,1517,FG15434,Arizona,5554.826011,No,Basic,Master,2011-01-18,Employed,F,52984,Rural,Married,69,12.0,81,0.0,5,Personal Auto,Personal L2,Offer1,Web,167.667603,Two-Door Car,Medsize,A,1
1518,1518,CZ25193,Arizona,4078.290374,No,Premium,Bachelor,2011-02-21,Employed,M,57031,Rural,Married,104,16.0,10,1.0,1,Personal Auto,Personal L1,Offer1,Agent,13.810251,Four-Door Car,Medsize,,2
1519,1519,MH24522,California,7735.465528,No,Basic,College,2011-02-14,Unemployed,M,0,Suburban,Married,101,11.0,34,0.0,3,Personal Auto,Personal L2,Offer1,Call Center,563.284331,Sports Car,Small,A,2
1520,1520,SB79528,Oregon,2522.41457,No,Basic,College,2011-01-22,Unemployed,M,0,Suburban,Single,73,24.0,15,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,350.4,Two-Door Car,Medsize,A,1
1521,1521,YN46118,Arizona,4961.574919,No,Basic,High School or Below,2011-02-05,Employed,F,20951,Suburban,Single,65,2.0,50,0.0,5,Personal Auto,Personal L1,Offer2,Branch,312.0,,,A,2
1522,1522,PX66705,California,8257.014532,No,Basic,High School or Below,2011-01-22,Employed,F,20072,Suburban,Married,70,26.0,34,0.0,2,Personal Auto,Personal L3,Offer2,Agent,487.814322,Four-Door Car,Medsize,A,1
1523,1523,TN76120,Washington,5528.212807,Yes,Basic,Bachelor,2011-01-19,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize,,1
1524,1524,WQ85760,California,4260.33573,No,Basic,College,2011-02-05,Medical Leave,M,26991,Suburban,Divorced,119,34.0,65,0.0,1,Corporate Auto,Corporate L3,Offer3,Branch,856.8,SUV,Medsize,A,2
1525,1525,HI98447,Oregon,10552.42728,No,Extended,High School or Below,2011-01-24,Employed,M,28505,Suburban,Married,88,,93,,2,Personal Auto,Personal L2,Offer4,Agent,422.4,Four-Door Car,Large,,1
1526,1526,HF72557,Washington,3226.790317,No,Extended,Bachelor,2011-02-06,Medical Leave,M,19948,Suburban,Divorced,89,17.0,84,0.0,1,Personal Auto,Personal L2,Offer1,Branch,427.2,Four-Door Car,Medsize,,2
1527,1527,TU53781,Oregon,8427.172486,Yes,Extended,Bachelor,2011-02-10,Employed,F,46503,Suburban,Divorced,215,4.0,21,1.0,1,Corporate Auto,Corporate L3,Offer1,Agent,1032.0,Luxury SUV,Medsize,A,2
1528,1528,FZ16327,California,8273.111579,No,Premium,College,2011-01-11,Unemployed,F,0,Urban,Divorced,116,6.0,78,0.0,3,Personal Auto,Personal L2,Offer1,Web,509.513764,Four-Door Car,Large,A,1
1529,1529,SS63511,California,8564.768226,Yes,Basic,High School or Below,2011-02-17,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Corporate Auto,Corporate L3,Offer2,Agent,178.006524,,,,2
1530,1530,JP88955,Oregon,8876.667487,No,Basic,High School or Below,2011-02-06,Employed,M,30525,Urban,Single,115,24.0,35,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,368.022992,Sports Car,Small,A,2
1531,1531,FI77477,Washington,4229.923123,No,Extended,College,2011-01-23,Unemployed,M,0,Suburban,Single,126,15.0,45,0.0,1,Personal Auto,Personal L1,Offer4,Agent,907.2,SUV,Small,A,1
1532,1532,OJ60800,Oregon,7930.602564,No,Basic,Bachelor,2011-01-27,Employed,M,75988,Urban,Divorced,67,0.0,40,0.0,2,Personal Auto,Personal L1,Offer1,Agent,200.54531,Four-Door Car,Medsize,A,1
1533,1533,JW12998,California,14866.45116,No,Extended,High School or Below,2011-02-09,Employed,F,24279,Suburban,Married,126,16.0,97,0.0,2,Personal Auto,Personal L2,Offer2,Branch,604.8,Sports Car,Medsize,,2
1534,1534,GJ70481,Arizona,4428.038374,No,Basic,High School or Below,2011-01-03,Unemployed,M,0,Suburban,Single,64,6.0,47,0.0,8,Personal Auto,Personal L3,Offer3,Agent,628.801638,Four-Door Car,Small,A,1
1535,1535,QX67584,Nevada,8646.504109,Yes,Basic,High School or Below,2011-01-02,Employed,F,64125,Urban,Married,108,3.0,44,0.0,3,Personal Auto,Personal L3,Offer2,Branch,369.818708,SUV,Large,,1
1536,1536,HS67749,California,6847.1189,No,Extended,College,2011-01-11,Employed,M,71038,Rural,Married,86,15.0,56,0.0,3,Corporate Auto,Corporate L1,Offer4,Agent,205.444066,Four-Door Car,Medsize,,1
1537,1537,WE93328,Nevada,3919.366722,Yes,Extended,High School or Below,2011-01-05,Employed,F,66676,Suburban,Married,97,0.0,40,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,558.099357,Four-Door Car,Small,A,1
1538,1538,XS94482,Arizona,4151.667368,No,Basic,Master,2011-02-17,Unemployed,F,0,Urban,Single,61,7.0,71,3.0,9,Personal Auto,Personal L2,Offer1,Web,208.892861,Two-Door Car,Medsize,,2
1539,1539,WF53890,Arizona,5217.513287,Yes,Basic,Bachelor,2011-02-17,Employed,F,39854,Urban,Divorced,66,6.0,4,0.0,7,Personal Auto,Personal L2,Offer2,Web,261.930545,Two-Door Car,Medsize,,2
1540,1540,HK93338,Washington,7931.722181,No,Basic,High School or Below,2011-02-20,Disabled,F,23769,Suburban,Divorced,69,18.0,14,0.0,2,Personal Auto,Personal L2,Offer1,Branch,470.097411,Four-Door Car,Medsize,A,2
1541,1541,DY22043,Oregon,5499.447223,No,Basic,High School or Below,2011-01-28,Employed,F,88768,Suburban,Married,68,17.0,77,0.0,7,Personal Auto,Personal L3,Offer3,Branch,326.4,Two-Door Car,Small,,1
1542,1542,SW98498,California,10439.49667,No,Extended,College,2011-01-19,Employed,M,88233,Urban,Single,88,32.0,22,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,253.056709,Four-Door Car,Medsize,,1
1543,1543,QP84605,Washington,8709.845263,No,Premium,Bachelor,2011-02-03,Employed,F,41546,Rural,Divorced,111,4.0,47,0.0,3,Corporate Auto,Corporate L1,Offer1,Call Center,121.306839,Four-Door Car,Medsize,A,2
1544,1544,SC11374,Nevada,8797.829644,No,Basic,College,2011-02-28,Employed,F,80780,Rural,Married,109,26.0,11,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,3.55,SUV,Medsize,,2
1545,1545,IJ71609,Washington,2064.697955,No,Basic,Bachelor,2011-01-30,Unemployed,F,0,Suburban,Single,65,12.0,57,3.0,1,Personal Auto,Personal L2,Offer1,Call Center,368.828511,Four-Door Car,Medsize,,1
1546,1546,SV28347,California,8485.330004,No,Basic,High School or Below,2011-02-14,Employed,M,32607,Suburban,Single,111,,79,,8,Corporate Auto,Corporate L3,Offer2,Branch,532.8,SUV,Medsize,,2
1547,1547,LO17461,Arizona,2885.742441,No,Basic,High School or Below,2011-02-16,Employed,F,35654,Suburban,Married,72,17.0,19,0.0,1,Personal Auto,Personal L1,Offer2,Branch,515.122954,,,A,2
1548,1548,XN32623,Oregon,5638.150224,No,Basic,Bachelor,2011-02-21,Employed,M,85896,Rural,Married,70,28.0,27,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,48.629646,Four-Door Car,Medsize,,2
1549,1549,QA69109,Arizona,5453.709172,No,Basic,Master,2011-02-16,Employed,F,69468,Urban,Married,67,2.0,3,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,302.733593,Four-Door Car,Medsize,,2
1550,1550,ES21306,California,8558.927723,No,Extended,Bachelor,2011-02-01,Unemployed,M,0,Suburban,Single,125,10.0,43,0.0,9,Personal Auto,Personal L3,Offer1,Branch,615.562164,SUV,Small,,2
1551,1551,SN23932,Arizona,3237.996209,Yes,Extended,Master,2011-01-16,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Personal Auto,Personal L3,Offer3,Agent,326.281835,Four-Door Car,Medsize,A,1
1552,1552,IJ25462,California,2845.520933,No,Basic,Bachelor,2011-02-07,Employed,M,86631,Suburban,Divorced,73,7.0,44,1.0,1,Personal Auto,Personal L2,Offer3,Agent,400.832857,Four-Door Car,Small,A,2
1553,1553,AY30324,Oregon,6189.443994,No,Extended,Bachelor,2011-01-06,Employed,F,99074,Urban,Married,77,4.0,40,1.0,9,Special Auto,Special L2,Offer4,Call Center,208.38907,Two-Door Car,Medsize,A,1
1554,1554,MJ25422,Oregon,36695.90627,No,Basic,College,2011-01-07,Unemployed,F,0,Suburban,Married,199,7.0,93,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,1062.090461,Luxury SUV,Medsize,A,1
1555,1555,SM62247,Nevada,24543.19862,No,Extended,High School or Below,2011-01-24,Employed,F,68297,Suburban,Single,212,6.0,42,3.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,1272.487601,Luxury Car,Medsize,A,1
1556,1556,ZT52415,Oregon,8145.985919,No,Basic,Bachelor,2011-01-01,Employed,F,62534,Suburban,Married,68,10.0,1,0.0,2,Personal Auto,Personal L1,Offer2,Branch,326.4,Two-Door Car,Medsize,A,1
1557,1557,XQ44462,Oregon,2674.730716,Yes,Basic,College,2011-02-15,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,331.2,Four-Door Car,Small,A,2
1558,1558,LO68739,Arizona,7739.550403,No,Extended,Bachelor,2011-01-03,Employed,F,64859,Urban,Married,96,24.0,11,0.0,8,Personal Auto,Personal L2,Offer3,Call Center,266.949266,Four-Door Car,Medsize,,1
1559,1559,QY78671,Arizona,2910.317298,No,Extended,High School or Below,2011-01-14,Medical Leave,M,12048,Suburban,Married,77,6.0,46,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,369.6,Four-Door Car,Large,,1
1560,1560,LM93586,,3677.784051,,Extended,High School or Below,2011-01-16,Employed,M,32314,Suburban,Married,92,7.0,80,0.0,1,Personal Auto,Personal L1,Offer2,Agent,662.4,Four-Door Car,Medsize,A,1
1561,1561,TV77808,Arizona,5681.307056,No,Basic,High School or Below,2011-01-13,Employed,M,67132,Suburban,Married,71,34.0,71,0.0,6,Corporate Auto,Corporate L2,Offer2,Branch,466.371705,Four-Door Car,Large,,1
1562,1562,EG94409,Nevada,4697.152892,No,Basic,High School or Below,2011-01-12,Unemployed,F,0,Suburban,Single,67,10.0,75,0.0,7,Special Auto,Special L2,Offer2,Branch,482.4,Four-Door Car,Medsize,A,1
1563,1563,UO44449,Washington,4911.115538,No,Basic,College,2011-01-26,Employed,F,33700,Urban,Married,62,26.0,72,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,274.114843,Four-Door Car,Medsize,A,1
1564,1564,CM38959,California,8033.910862,No,Basic,College,2011-01-30,Employed,F,70311,Suburban,Married,66,18.0,15,0.0,2,Personal Auto,Personal L3,Offer1,Branch,341.395103,,,A,1
1565,1565,IQ37561,,7590.961288,,Extended,High School or Below,2011-01-09,Employed,F,52823,Rural,Married,95,7.0,15,0.0,5,Personal Auto,Personal L3,Offer2,Branch,125.768818,Two-Door Car,Medsize,,1
1566,1566,HX77930,Washington,3136.432103,No,Extended,College,2011-01-20,Employed,F,49532,Urban,Married,79,16.0,9,1.0,1,Personal Auto,Personal L1,Offer1,Agent,220.186677,Four-Door Car,Medsize,,1
1567,1567,QZ81258,Oregon,13197.92893,Yes,Basic,College,2011-01-27,Unemployed,F,0,Suburban,Single,68,19.0,2,3.0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Large,,1
1568,1568,CJ35075,California,4665.245047,No,Basic,High School or Below,2011-02-20,Unemployed,F,0,Suburban,Single,68,16.0,35,1.0,3,Personal Auto,Personal L1,Offer3,Agent,326.4,Four-Door Car,Medsize,A,2
1569,1569,SW57539,California,8714.922135,Yes,Basic,College,2011-02-21,Unemployed,F,0,Suburban,Divorced,118,14.0,64,0.0,4,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize,A,2
1570,1570,VL84149,Oregon,25807.063,Yes,Extended,College,2011-02-13,Employed,F,71210,Suburban,Married,214,8.0,89,1.0,2,Corporate Auto,Corporate L2,Offer1,Branch,1027.2,Luxury Car,Small,,2
1571,1571,FL50532,Arizona,8237.251407,No,Basic,Master,2011-02-28,Employed,M,48866,Suburban,Married,103,,76,,3,Personal Auto,Personal L1,Offer3,Web,494.4,Sports Car,Medsize,,2
1572,1572,DF40318,Oregon,2551.226692,Yes,Basic,Master,2011-01-19,Employed,M,79751,Suburban,Married,63,15.0,67,0.0,1,Corporate Auto,Corporate L3,Offer3,Web,392.235698,Two-Door Car,Small,A,1
1573,1573,YD53564,California,5553.801956,No,Basic,College,2011-01-25,Medical Leave,F,26441,Rural,Married,71,16.0,28,0.0,5,Personal Auto,Personal L2,Offer1,Branch,152.216871,Two-Door Car,Medsize,A,1
1574,1574,CE72177,,5461.548993,,Basic,High School or Below,2011-01-07,Employed,F,39626,Suburban,Married,69,23.0,0,0.0,3,Personal Auto,Personal L3,Offer2,Agent,485.705851,,,,1
1575,1575,SB64873,Oregon,8200.78728,No,Basic,Doctor,2011-02-13,Employed,M,25381,Suburban,Single,71,22.0,62,0.0,2,Personal Auto,Personal L2,Offer2,Branch,340.8,Four-Door Car,Medsize,,2
1576,1576,UW55977,Washington,5206.108215,No,Basic,Bachelor,2011-02-11,Employed,M,94392,Rural,Married,65,3.0,89,1.0,8,Personal Auto,Personal L3,Offer1,Call Center,156.18031,Four-Door Car,Small,,2
1577,1577,ZQ48144,California,3636.943738,No,Extended,Bachelor,2011-01-11,Employed,F,34986,Rural,Married,91,7.0,75,0.0,1,Corporate Auto,Corporate L3,Offer4,Web,73.839514,Four-Door Car,Medsize,A,1
1578,1578,GQ17441,Nevada,3651.69247,No,Basic,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Single,110,7.0,70,0.0,1,Personal Auto,Personal L2,Offer2,Agent,1265.387328,SUV,Large,,1
1579,1579,FB21121,California,2546.866098,No,Basic,Bachelor,2011-01-25,Employed,F,86595,Suburban,Married,63,1.0,77,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,445.621906,Two-Door Car,Medsize,,1
1580,1580,AF81450,California,11431.73089,No,Basic,High School or Below,2011-01-26,Disabled,M,28657,Suburban,Married,100,4.0,55,0.0,2,Personal Auto,Personal L3,Offer1,Branch,588.742251,SUV,Small,A,1
1581,1581,CD86811,Arizona,4458.113369,Yes,Basic,Bachelor,2011-01-02,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L1,Offer1,Agent,312.0,Four-Door Car,Medsize,,1
1582,1582,ZZ69693,California,2449.580048,No,Basic,High School or Below,2011-01-23,Unemployed,M,0,Suburban,Single,69,20.0,44,0.0,1,Corporate Auto,Corporate L3,Offer3,Branch,496.8,,,,1
1583,1583,PG82270,California,2903.024168,No,Basic,College,2011-02-09,Employed,M,36845,Suburban,Married,74,14.0,33,0.0,1,Personal Auto,Personal L2,Offer4,Branch,355.2,Four-Door Car,Small,,2
1584,1584,AP90638,Arizona,14274.55485,No,Extended,High School or Below,2011-02-02,Unemployed,M,0,Suburban,Single,84,35.0,42,0.0,2,Personal Auto,Personal L1,Offer4,Call Center,604.8,Four-Door Car,Medsize,,2
1585,1585,IY91183,Arizona,3683.794027,No,Basic,Master,2011-01-16,Unemployed,F,0,Suburban,Married,100,13.0,25,1.0,1,Personal Auto,Personal L3,Offer4,Call Center,480.0,SUV,Medsize,,1
1586,1586,BJ18904,Arizona,3964.534974,No,Basic,College,2011-02-22,Medical Leave,M,14616,Suburban,Married,106,16.0,23,0.0,1,Personal Auto,Personal L3,Offer1,Agent,575.260213,SUV,Small,,2
1587,1587,RV82726,California,4437.842056,No,Premium,High School or Below,2011-02-04,Employed,M,22768,Suburban,Married,112,16.0,69,0.0,1,Personal Auto,Personal L3,Offer4,Branch,537.6,Four-Door Car,Medsize,,2
1588,1588,RT22532,Arizona,3954.344534,Yes,Basic,Bachelor,2011-02-25,Disabled,M,18375,Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal L1,Offer1,Branch,535.080276,Sports Car,Large,,2
1589,1589,DS57918,California,33718.8424,No,Basic,Bachelor,2011-01-27,Medical Leave,M,27500,Urban,Divorced,114,25.0,47,0.0,2,Corporate Auto,Corporate L1,Offer1,Branch,472.280461,SUV,Large,A,1
1590,1590,RI35792,Nevada,3962.825542,No,Extended,College,2011-01-13,Unemployed,F,0,Urban,Married,125,27.0,97,4.0,1,Personal Auto,Personal L3,Offer3,Branch,539.5622,SUV,Small,,1
1591,1591,SB83749,California,4717.62873,No,Basic,High School or Below,2011-02-28,Employed,M,20355,Suburban,Married,61,4.0,6,1.0,3,Personal Auto,Personal L1,Offer2,Branch,439.2,Four-Door Car,Large,,2
1592,1592,PH97342,Arizona,26197.41498,Yes,Basic,High School or Below,2011-01-15,Disabled,F,18495,Suburban,Married,113,10.0,15,0.0,2,Personal Auto,Personal L2,Offer1,Branch,542.4,SUV,Large,A,1
1593,1593,SF25048,California,8092.87696,Yes,Basic,College,2011-02-05,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Personal Auto,Personal L3,Offer1,Agent,369.614729,SUV,Medsize,,2
1594,1594,QB15706,Washington,17288.55405,No,Premium,College,2011-02-15,Unemployed,F,0,Suburban,Married,158,3.0,10,0.0,2,Special Auto,Special L3,Offer3,Agent,758.4,SUV,Small,A,2
1595,1595,FZ44411,Arizona,2716.190293,No,Extended,Bachelor,2011-01-30,Unemployed,M,0,Suburban,Married,95,14.0,81,5.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,619.267164,Four-Door Car,Medsize,A,1
1596,1596,UC21019,Arizona,4890.1093,No,Basic,Master,2011-01-30,Unemployed,M,0,Suburban,Divorced,68,21.0,59,0.0,7,Personal Auto,Personal L1,Offer1,Branch,689.282166,Four-Door Car,Small,A,1
1597,1597,LP76290,Oregon,8246.830811,No,Premium,Master,2011-01-30,Employed,M,62588,Suburban,Single,104,21.0,22,0.0,3,Special Auto,Special L2,Offer4,Web,499.2,Four-Door Car,Medsize,,1
1598,1598,FH61723,California,7480.713618,No,Basic,Bachelor,2011-01-12,Employed,F,52513,Rural,Married,65,0.0,76,3.0,2,Personal Auto,Personal L3,Offer3,Web,91.244938,Two-Door Car,Medsize,,1
1599,1599,FY84962,California,3059.182181,No,Extended,High School or Below,2011-02-19,Unemployed,M,0,Suburban,Single,88,,85,,1,Personal Auto,Personal L2,Offer1,Branch,989.200247,Four-Door Car,Medsize,A,2
1600,1600,RC67125,Arizona,10110.96161,No,Extended,College,2011-01-08,Employed,F,96506,Urban,Married,124,4.0,22,0.0,3,Corporate Auto,Corporate L3,Offer3,Agent,504.513989,SUV,Medsize,,1
1601,1601,KQ38375,California,9902.392683,No,Extended,Bachelor,2011-02-10,Unemployed,F,0,Suburban,Married,133,4.0,58,0.0,8,Personal Auto,Personal L2,Offer1,Call Center,945.169882,SUV,Medsize,A,2
1602,1602,RA27021,Nevada,27564.73951,No,Extended,Bachelor,2011-01-01,Disabled,F,26410,Rural,Married,91,17.0,90,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,184.516188,Four-Door Car,Large,,1
1603,1603,OD63728,California,4558.498445,No,Basic,College,2011-02-04,Unemployed,F,0,Suburban,Single,65,24.0,93,0.0,9,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Medsize,A,2
1604,1604,LO77543,Washington,2616.613903,Yes,Basic,College,2011-02-25,Employed,M,72302,Suburban,Divorced,66,6.0,27,0.0,1,Special Auto,Special L2,Offer1,Agent,316.8,Two-Door Car,Medsize,,2
1605,1605,KP26590,Nevada,3801.282266,No,Extended,Bachelor,2011-02-16,Employed,F,40513,Rural,Married,96,21.0,37,1.0,1,Personal Auto,Personal L2,Offer1,Branch,151.589577,Four-Door Car,Large,A,2
1606,1606,RX66745,Washington,22658.53652,Yes,Basic,Bachelor,2011-01-25,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,404.817249,Four-Door Car,Medsize,A,1
1607,1607,GF59560,Oregon,5817.832355,No,Basic,College,2011-01-20,Employed,F,86824,Urban,Married,72,1.0,76,0.0,3,Personal Auto,Personal L2,Offer1,Call Center,189.096179,Four-Door Car,Medsize,,1
1608,1608,WQ91717,Arizona,7643.068919,No,Basic,College,2011-01-20,Unemployed,F,0,Suburban,Married,106,22.0,51,1.0,8,Special Auto,Special L3,Offer3,Branch,508.8,SUV,Medsize,,1
1609,1609,JU93290,Arizona,17930.60451,No,Basic,College,2011-01-16,Medical Leave,F,21708,Suburban,Divorced,68,28.0,77,0.0,2,Personal Auto,Personal L2,Offer1,Web,326.4,Four-Door Car,Medsize,,1
1610,1610,PL78574,Arizona,12157.32992,Yes,Premium,High School or Below,2011-02-27,Employed,M,57449,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medsize,A,2
1611,1611,JV29414,Oregon,17788.05705,No,Extended,Doctor,2011-02-11,Employed,M,73339,Rural,Divorced,89,34.0,13,0.0,2,Personal Auto,Personal L3,Offer2,Agent,17.558721,Four-Door Car,Medsize,A,2
1612,1612,QV89210,Nevada,5979.724161,Yes,Extended,High School or Below,2011-02-07,Employed,F,57693,Suburban,Divorced,76,16.0,56,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,547.2,Four-Door Car,Medsize,,2
1613,1613,YK93229,Oregon,3260.74476,No,Extended,High School or Below,2011-01-18,Unemployed,M,0,Suburban,Married,90,8.0,33,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,432.0,Two-Door Car,Medsize,,1
1614,1614,YX54093,Arizona,2217.664193,No,Basic,College,2011-02-12,Unemployed,M,0,Rural,Divorced,65,11.0,69,0.0,1,Personal Auto,Personal L2,Offer4,Branch,111.872115,Four-Door Car,Medsize,A,2
1615,1615,NF20746,Oregon,13061.51639,No,Basic,Bachelor,2011-01-18,Unemployed,F,0,Suburban,Single,180,4.0,45,0.0,6,Personal Auto,Personal L1,Offer2,Agent,1474.267145,Luxury Car,Medsize,,1
1616,1616,YW60802,Oregon,4117.37239,No,Basic,High School or Below,2011-02-11,Unemployed,F,0,Suburban,Single,116,19.0,99,0.0,1,Personal Auto,Personal L1,Offer1,Web,1301.796063,SUV,Small,,2
1617,1617,VW65573,California,7630.346461,No,Basic,High School or Below,2011-01-11,Unemployed,M,0,Suburban,Single,111,21.0,20,0.0,8,Special Auto,Special L3,Offer1,Agent,799.2,SUV,Large,A,1
1618,1618,LS99940,California,3353.381136,No,Extended,Master,2011-01-30,Employed,F,63398,Urban,Married,83,29.0,46,0.0,1,Personal Auto,Personal L2,Offer2,Web,292.206784,Four-Door Car,Medsize,,1
1619,1619,KL54950,Oregon,4531.372981,No,Extended,Bachelor,2011-01-10,Employed,M,23705,Suburban,Married,122,33.0,2,4.0,1,Personal Auto,Personal L3,Offer1,Agent,585.6,SUV,Medsize,,1
1620,1620,FE67098,Nevada,4646.387267,No,Basic,College,2011-01-24,Employed,M,37530,Suburban,Married,117,26.0,58,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,561.6,SUV,Small,,1
1621,1621,IM94808,Nevada,5395.831967,No,Basic,Bachelor,2011-02-28,Employed,M,70051,Rural,Married,68,15.0,69,0.0,8,Corporate Auto,Corporate L3,Offer4,Web,42.078345,Four-Door Car,Medsize,A,2
1622,1622,VK44934,California,8873.201307,No,Basic,College,2011-02-15,Employed,M,28558,Suburban,Married,119,14.0,37,4.0,3,Personal Auto,Personal L2,Offer3,Agent,797.558033,SUV,Large,,2
1623,1623,VJ49806,California,13009.18057,No,Basic,College,2011-02-12,Unemployed,M,0,Suburban,Single,61,,81,,2,Personal Auto,Personal L2,Offer1,Agent,380.069056,Two-Door Car,Medsize,A,2
1624,1624,SD38003,California,2482.38724,No,Basic,Bachelor,2011-01-19,Unemployed,M,0,Suburban,Single,71,13.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,511.2,Four-Door Car,Medsize,A,1
1625,1625,AP47670,California,2497.910013,No,Basic,High School or Below,2011-02-12,Employed,M,29465,Suburban,Married,63,6.0,9,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,302.4,Four-Door Car,Medsize,,2
